Date,Time,Direction,Type,Occupancy,Electric
26-10-2022,10:20:00,Out,Taxi,1,No
26-10-2022,10:20:00,Out,Car,2,No
26-10-2022,10:20:00,Out,Car,1,No
26-10-2022,10:20:00,Out,Car,2,No
26-10-2022,10:20:00,Out,Car,2,No
26-10-2022,10:20:00,Out,Bus,100,No
26-10-2022,10:20:00,Out,Car,2,No
26-10-2022,10:20:00,Out,Car,3,Yes
26-10-2022,10:20:00,Out,Bus,25,No
26-10-2022,10:20:00,Out,Car,1,No
26-10-2022,10:20:00,Out,Car,1,No
26-10-2022,10:20:00,Out,Car,1,No
26-10-2022,10:20:00,Out,Car,1,No
26-10-2022,10:20:00,Out,Car,1,No
26-10-2022,10:20:00,Out,Car,1,No
26-10-2022,10:20:00,Out,Bus,75,No
26-10-2022,10:20:00,Out,Car,1,No
26-10-2022,10:20:00,Out,Car,1,No
26-10-2022,10:20:00,Out,Car,1,No
26-10-2022,10:20:00,Out,Car,1,No
26-10-2022,10:25:00,Out,Car,1,No
26-10-2022,10:25:00,Out,Car,1,No
26-10-2022,10:25:00,Out,Van,2,No
26-10-2022,10:25:00,Out,Van,1,No
26-10-2022,10:25:00,Out,Car,1,No
26-10-2022,10:25:00,Out,Car,1,No
26-10-2022,10:25:00,Out,Car,1,Yes
26-10-2022,10:25:00,Out,Car,1,No
